text,source,brand,doc_id
I am trying to communicate with them because I never received the purchase confirmation email and they do not respond either through Facebook or through the app,App Store (AU),Adidas,10004219485.0
"On anything but the phone this is awful.  It only runs in portrait mode, and like all too many retailers is provides a very poor experience for Mac and iPad users which is where I do 100% of my online shopping.",App Store (CA),Adidas,10005423090.0
"NTC had amazing workout plans that take out the workout planning - Start Up, Lean Fit, Gym Strong. NTC took away amazing workouts and please bring them back: Complete Crush, Long Steady Strength, Empty the Tank, Game Changer, etc.",App Store (GB),Nike,10005769486.0
Adidas! Please add India’s new cricket jersey of both Odi and test,App Store (CA),Adidas,10006408480.0
"Honestly brilliant, been using this app for a few years and it is amazing.",App Store (GB),Under Armour,10011376808.0
"I have tried a few running plan apps and this one is ok for the money though the runs are repetitive (I had two 8km runs a week for about 4 weeks straight) and the interval runs are all long intervals no short sprints which is a little disappointing. 

Also now when I complete a planned run the distances and time goals will change from 8km in 56mins to 2.9km in 20 mins? It’s really weird and annoying. I also wish you could change the settings so your goals wherent like 6.77km or 9.82km they could be 7km or 9km flat same with the times. 

Also now if I don’t do the run on the planned day and want to do it the next day the run will disappear from my plan. All very annoying when I paid for the membership for the year.",App Store (AU),Under Armour,10013174964.0
"Une des pires applications,tout est mou,les chargements interminables,trouver un article met des plombes,quand on voit la réactivité des concurrents comme Nike,Zalando et leurs parfaites applications je le demande qui crée leur application,le fils de? Franchement trop nul j’ai
enlevé  cette appli catastrophique de mon iPhone et iPad.",App Store (FR),Adidas,10018815866.0
Die App war früher sehr nützlich um zu Hause Sport zu treiben. Seit einiger Zeit wird kein Video zum Üben angezeigt. Das macht die App unbrauchbar. Trotz Reklamation wurde keine Verbesserung gemacht.,App Store (DE),Nike,10019479396.0
"super appli simple efficace incroyable installez le site officiel ,,, les achats se font très facilement sans aucun problème j’aime trop je continuerai d’acheter sur le site merci !",App Store (FR),Adidas,10022107908.0
I order one think and i want to cancel it but i can’t because addidas dot have option to cancel order this is worse very disappointing,App Store (CA),Adidas,10023753591.0
it would accept my details,App Store (GB),Under Armour,10023815137.0
Perfect and easy to use,App Store (GB),Under Armour,10028978993.0
le site i bugggg en dirait il veut pas travaillrrrrr sfdp,App Store (FR),Adidas,10029568638.0
Das ist perfekte Programme,App Store (DE),Under Armour,1003078591.0
L'application fait son job de running tracker,App Store (FR),Under Armour,1003305720.0
"apple pay does not work, 400 bad request or other errors, the chat does not work either, adidas website prioritises bots and not real people.",App Store (AU),Adidas,10034543594.0
The nest,App Store (CA),Adidas,10042232500.0
The experience was good,App Store (AU),Adidas,10045007514.0
"Le temps de chargement a l’ouverture de l’application est beaucoup trop long et ce bug ne date pas d’aujourd’hui. Messieurs les développeurs, un effort svp !",App Store (FR),Adidas,10050611974.0
"Pros: I use the Bluetooth connected Hovr shoes and the app on Apple Watch - no need to carry a phone. I can play 180bpm music in the background (pre-loaded on the watch) to help my cadence, and have set the coach to update me every 500 meters.         
Cons: Very difficult to read and understand the data while running. Very difficult to toggle between screens. Cannot get the coach to announce what I actually want to know: my heart rate. The shoes will be discontinued… so once again I’ll have to go back to square one and find a different app and wearable tech.   

Suggestion:  the weather info is useful, ie humidity, please also add air quality stats, I.e. pollution, pollen count, etc.",App Store (GB),Under Armour,10051324514.0
"Been waiting for my order for 3 weeks now 
Gave me a tracking number that couldn’t even track 
Very disappointed with adidas",App Store (AU),Adidas,10051696600.0
"Aucun pbs et pleins d info ( calories, temps, km,...) :)",App Store (FR),Under Armour,1005410553.0
"Too slow , tricky to set up delivery location. Pick up point not working at any adress…",App Store (FR),Adidas,10056212586.0
"Application super utile !
Je recommande vivement :)",App Store (FR),Adidas,10056713775.0
If you’re after customer service don’t waste your time with this app. Online support hasn’t been working for days and the other customers help is useless.,App Store (AU),Adidas,10059152368.0
"Impossible de payer avec l’amex. 
L’appli ne comptabilise pas les points et lorsqu’on demande par chat on vous répond à côté et on vous donne un code de 20%: manière de vous faire racheter Et en plus il ne fonctionne pas sur les promo!
Je trouve que ce n’est pas commercial ni honnête",App Store (FR),Adidas,10063860483.0
Went to buy Samba from the app it says will be available and all the stock went available on the website not on the app. So disappointed such a scam.,App Store (AU),Adidas,10065800468.0
"Clunky app where things don’t work, live chat doesn’t work either or you have to keep logging in, Yeezy “raffle” was a chaotic mess, lots of errors & nearly a month for orders to get shipped / processed.",App Store (AU),Adidas,10066820708.0
"Habituellement tout va bien mais aujourd’hui le site de paiement ne fonctionnait pas en avant-midi. 
J’ai du faire la transaction une dizaine de fois. 
Merci",App Store (CA),Adidas,10068745691.0
Jamais vu une appli aussi lente avec autant de temps de chargement.,App Store (FR),Adidas,10070259751.0
Super top 1A,App Store (DE),Under Armour,1007028485.0
Great app to keep track of your jogging or any type of sports!,App Store (FR),Under Armour,1007399587.0
"The workouts and the interface is grwate but there is no more offline functionality. So for me as a traveler this app is getting useless 😭
Do you plan to change this? Pls",App Store (CH),Nike,10074046298.0
Article de bonne qualité au bon prix,App Store (FR),Adidas,10075153389.0
Sometimes it signs me out of the app and this is very inconvenient,App Store (CA),Under Armour,10075233024.0
Je viens d’effectuer ma première commande via l’application et j’adore la navigation simple et rapide. La fidélité clientèle avec le cumul des points c’est génial également.,App Store (CA),Adidas,10075260136.0
"zuletzt viele Verbesserungen, mehr braucht niemand!!",App Store (DE),Under Armour,1007582088.0
Adiclub is really cool. I get all the goodies!,App Store (AU),Adidas,10078056737.0
"EVERY time I use the app to track a walk, it shuts down while I’m moving. NEVER tracks a  complete workout. I thought it was just when I was doing 23 km, but today it shut down after only 5.6 km. VERY DISAPPOINTED. Don’t waster your time. Been using it since 2017 when it was Endomondo. It never failed then. This year it is completely useless. 👎🏽👎🏽",App Store (CA),Under Armour,10079698675.0
It's not a user-friendly interface,App Store (CA),Adidas,10082780846.0
Splendid High Accuracy,App Store (CA),Under Armour,10084956763.0
Très bonne appli très pratique. A quand le chrono en français ?,App Store (FR),Under Armour,1008502595.0
